started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-12-01 08:20:38.040000+00:00,2023-12-01 08:28:15.621000+00:00,457,392,Sjøsiden 2 ved fontenen,to rader nærmest fontenen,59.910180852633516,10.751698750995615,1755,Aker Brygge 1 mot Nasjonalmuseet,bak muren ved plattform G,59.91118372188379,10.730034556850455
2023-12-01 08:21:52.267000+00:00,2023-12-01 08:31:07.947000+00:00,555,563,Huitfeldts gate,ved Observatoriegata,59.9126844,10.7229003,389,Pilestredet Studenthus,ved Stensberggata,59.9205528,10.7342854
2023-12-01 08:23:03.250000+00:00,2023-12-01 08:27:51.595000+00:00,288,2358,Aker Brygge 3 mot Fergene,ved bryggen,59.91087115068967,10.729828757277915,526,Lille Grensen,Ved Akersgata,59.9138973,10.7423101
2023-12-01 08:23:05.771000+00:00,2023-12-01 08:28:20.470000+00:00,314,748,Hydroparken,langs Drammensveien,59.914145,10.715505,530,Holbergs plass,ved Welhavens gate,59.9193095,10.7343051
2023-12-01 08:23:37.184000+00:00,2023-12-01 08:26:05.201000+00:00,148,440,Lakkegata,ved Sundtkvartalet,59.9172088,10.7622135,491,Brugata,ved Chr Kroghs gate,59.91366109486603,10.75729364846211
2023-12-01 08:27:46.819000+00:00,2023-12-01 08:31:07.956000+00:00,201,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515,443,Sjøsiden 1 ved trappen,to rader nærmest trappen,59.91014291324254,10.752003700187942
2023-12-01 08:30:09.051000+00:00,2023-12-01 08:35:42.344000+00:00,333,521,Jess Carlsens gate,ved Hausmanns gate,59.9186359,10.7523939,617,Bjerregaardsgate Øst,ved Uelands gate,59.92716771401357,10.749754560118863
2023-12-01 08:30:31.838000+00:00,2023-12-01 08:36:10.744000+00:00,338,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287,441,Vippetangen øst,nærmest Operaen,59.903989,10.741077
2023-12-01 08:32:50.940000+00:00,2023-12-01 08:54:33.997000+00:00,1303,436,Vestkanttorvet,langs Tidemands gate,59.9244031,10.7130691,567,Forskningsveien,ved SINTEF,59.945450633702556,10.713867957672134
2023-12-01 08:33:50.994000+00:00,2023-12-01 08:41:24.324000+00:00,453,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,552,Trelastgata,ved Nordenga bru,59.908004655328924,10.7625700380287
2023-12-01 08:36:23.380000+00:00,2023-12-01 08:47:40.744000+00:00,677,456,Frognerstranda,ved Kongen Marina,59.9103558,10.7051061,479,Tjuvholmen,ved Bryggegangen,59.909467,10.722509
2023-12-01 08:36:49.438000+00:00,2023-12-01 08:41:15.078000+00:00,265,547,Skippergata,ved Karl Johans gate,59.9112227,10.7481976,452,Vippetangen vest,nærmest Rådhuset,59.903989,10.740627
2023-12-01 08:39:48.359000+00:00,2023-12-01 08:46:12.693000+00:00,384,617,Bjerregaardsgate Øst,ved Uelands gate,59.92716771401357,10.749754560118863,549,Linaaes gate,langs Møllergata,59.91382393242077,10.745704482209018
2023-12-01 08:44:51.093000+00:00,2023-12-01 08:51:07.290000+00:00,376,434,Lindern,krysset ved Kirkeveien og Stensgata,59.9358883,10.7350062,607,Marcus Thranes gate,ved Akerselva,59.93277225626508,10.758594919923468
2023-12-01 08:47:06.486000+00:00,2023-12-01 08:52:06.264000+00:00,299,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515,392,Sjøsiden 2 ved fontenen,to rader nærmest fontenen,59.910180852633516,10.751698750995615
2023-12-01 08:47:47.801000+00:00,2023-12-01 08:52:07.908000+00:00,260,392,Sjøsiden 2 ved fontenen,to rader nærmest fontenen,59.910180852633516,10.751698750995615,437,Sentrum Scene,ved Arbeidersamfunnets plass,59.91546786564256,10.751140873016311
2023-12-01 08:48:18.608000+00:00,2023-12-01 08:55:06.869000+00:00,408,509,Kjeld Stubs gate,ved hjørnet Tordenskiolds gate,59.912711,10.735595,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287
2023-12-01 08:49:40.334000+00:00,2023-12-01 09:01:27.941000+00:00,707,442,Vulkan,ved Maridalsveien,59.92251,10.75101,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515
2023-12-01 08:50:00.592000+00:00,2023-12-01 08:57:45.208000+00:00,464,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,787,Kirkegata 15,ved Kunnskapsdepartamentet,59.91015615055511,10.743456971511705
2023-12-01 08:50:24.855000+00:00,2023-12-01 08:55:53.581000+00:00,328,390,Saga Kino,langs Olav Vs gate,59.91424026794647,10.732771354719745,534,Filipstadveien,langs busslommen,59.9102277,10.7208788
2023-12-01 08:51:37.162000+00:00,2023-12-01 09:09:08.720000+00:00,1051,488,Torshovparken vest,langs Per Kvibergs gate,59.93507,10.76915,576,Dronningens gate,sør for Karl Johan,59.911392299457006,10.747281829592453
2023-12-01 08:55:50.601000+00:00,2023-12-01 09:12:01.816000+00:00,971,442,Vulkan,ved Maridalsveien,59.92251,10.75101,512,Ensjø T-bane,langs Ensjøveien,59.9131891,10.7897605
2023-12-01 08:59:21.891000+00:00,2023-12-01 09:11:05.111000+00:00,703,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915,542,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274
2023-12-01 08:59:26.811000+00:00,2023-12-01 09:07:17.819000+00:00,471,583,Galgeberg,langs St. Halvards gate,59.90707579234818,10.779164402446728,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515
2023-12-01 09:05:33.213000+00:00,2023-12-01 09:10:22.400000+00:00,289,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,600,Dyvekes bru,ved skatepark,59.905323,10.7689579
2023-12-01 09:06:42.465000+00:00,2023-12-01 09:12:43.992000+00:00,361,511,Henrik Ibsens gate,ved Parkveien,59.915088,10.7222803,2337,Universitetsgata,Hjørnet av Universitetsgata and Kristian IVs Gate,59.91591543378553,10.737834990277321
2023-12-01 09:08:34.343000+00:00,2023-12-01 09:14:03.047000+00:00,328,381,Grønlands torg,ved Tøyenbekken,59.91252,10.76224,609,Fred Olsens gate,ved Karl Johans gate,59.9110506,10.7493737
2023-12-01 09:10:43.695000+00:00,2023-12-01 09:14:57.770000+00:00,254,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977
2023-12-01 09:14:40.333000+00:00,2023-12-01 09:19:10.367000+00:00,270,615,Munkedamsveien,ved Haakon VIIs gate,59.9135227,10.7301061,414,Kontraskjæret,ved Christiania Torv,59.910242,10.73857
2023-12-01 09:14:41.737000+00:00,2023-12-01 09:20:43.353000+00:00,361,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,412,Jakob kirke,langs Torggata,59.917866,10.754898
2023-12-01 09:16:16.209000+00:00,2023-12-01 09:37:46.085000+00:00,1289,746,Bygdøy allé,ved parkeringsplassen,59.919001,10.692321,412,Jakob kirke,langs Torggata,59.917866,10.754898
2023-12-01 09:17:43.739000+00:00,2023-12-01 09:19:25.335000+00:00,101,530,Holbergs plass,ved Welhavens gate,59.9193095,10.7343051,537,St. Olavs gate,ved Pilestredet,59.9179676629428,10.738628884264756
2023-12-01 09:19:20.363000+00:00,2023-12-01 09:22:20.433000+00:00,180,537,St. Olavs gate,ved Pilestredet,59.9179676629428,10.738628884264756,387,Studenterlunden,langs Karl Johan,59.914586,10.735453
2023-12-01 09:23:55.047000+00:00,2023-12-01 09:37:40.987000+00:00,825,2358,Aker Brygge 3 mot Fergene,ved bryggen,59.91087115068967,10.729828757277915,600,Dyvekes bru,ved skatepark,59.905323,10.7689579
2023-12-01 09:24:21.279000+00:00,2023-12-01 09:32:35.537000+00:00,494,590,Majorstua skole,langs Bogstadveien,59.9294351,10.7136816,579,Bogstadveien,ved Sporveisgata,59.924732,10.724628
2023-12-01 09:26:10.014000+00:00,2023-12-01 09:38:22.930000+00:00,732,521,Jess Carlsens gate,ved Hausmanns gate,59.9186359,10.7523939,622,Pilestredet 63,ved trikkestoppet,59.9238826,10.7313627
2023-12-01 09:32:01.352000+00:00,2023-12-01 09:47:25.887000+00:00,924,511,Henrik Ibsens gate,ved Parkveien,59.915088,10.7222803,478,Jernbanetorget,Europarådets plass,59.911901,10.749929
2023-12-01 09:33:52.871000+00:00,2023-12-01 09:48:51.469000+00:00,898,1755,Aker Brygge 1 mot Nasjonalmuseet,bak muren ved plattform G,59.91118372188379,10.730034556850455,448,Oslo Plaza,ved rundkjøringen,59.91218291295141,10.7544337247013
2023-12-01 09:34:24.059000+00:00,2023-12-01 09:44:38.436000+00:00,614,469,Studentparlamentet,ved Frydenlund holdeplass,59.920852,10.733357,609,Fred Olsens gate,ved Karl Johans gate,59.9110506,10.7493737
2023-12-01 09:34:49.966000+00:00,2023-12-01 09:42:37.857000+00:00,467,449,Ruseløkkgården,langs Løkkeveien,59.91357497092093,10.726229742333288,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287
2023-12-01 09:36:16.430000+00:00,2023-12-01 09:44:53.459000+00:00,517,1919,Kværnerveien,Ved Kværnerveien 5,59.90591083488326,10.778592132296495,787,Kirkegata 15,ved Kunnskapsdepartamentet,59.91015615055511,10.743456971511705
2023-12-01 09:37:33.451000+00:00,2023-12-01 09:42:13.126000+00:00,279,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,442,Vulkan,ved Maridalsveien,59.92251,10.75101
2023-12-01 09:38:11.068000+00:00,2023-12-01 09:42:05.363000+00:00,234,2328,The Hub,Mellom Oslo City og The Hub hotel,59.912522370233745,10.750910185807754,437,Sentrum Scene,ved Arbeidersamfunnets plass,59.91546786564256,10.751140873016311
2023-12-01 09:42:24.002000+00:00,2023-12-01 10:16:34.650000+00:00,2050,437,Sentrum Scene,ved Arbeidersamfunnets plass,59.91546786564256,10.751140873016311,2307,Domus Athletica,ved Vestgrensa Studentby,59.946219381760216,10.724626314653563
2023-12-01 09:42:24.055000+00:00,2023-12-01 09:48:12.291000+00:00,348,389,Pilestredet Studenthus,ved Stensberggata,59.9205528,10.7342854,481,Rådhusgata,ved Kontraskjæret trikkestopp,59.910924,10.736215
2023-12-01 09:43:26.202000+00:00,2023-12-01 09:51:08.509000+00:00,462,412,Jakob kirke,langs Torggata,59.917866,10.754898,2333,Akerselvallmenningen,øst for Operaen,59.90725889890288,10.754884663589621
2023-12-01 09:44:44.505000+00:00,2023-12-01 09:53:02.238000+00:00,497,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,2333,Akerselvallmenningen,øst for Operaen,59.90725889890288,10.754884663589621
2023-12-01 09:49:08.637000+00:00,2023-12-01 09:57:23.480000+00:00,494,599,Paléhaven,langs Strandgata,59.910331,10.75011,600,Dyvekes bru,ved skatepark,59.905323,10.7689579
2023-12-01 09:52:49.856000+00:00,2023-12-01 10:01:07.223000+00:00,497,523,Tøyenbekken,ved Rubina Ranas gate,59.9115945,10.7617736,400,OsloMet,langs Pilestredet,59.919927,10.735428
2023-12-01 09:53:31.449000+00:00,2023-12-01 09:59:35.400000+00:00,363,542,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274,384,Vår Frelsers gravlund,langs Ullevålsveien,59.91944043984847,10.7437646218726
2023-12-01 09:54:57.479000+00:00,2023-12-01 10:03:02.438000+00:00,484,622,Pilestredet 63,ved trikkestoppet,59.9238826,10.7313627,390,Saga Kino,langs Olav Vs gate,59.91424026794647,10.732771354719745
2023-12-01 09:57:19.257000+00:00,2023-12-01 10:06:12.216000+00:00,532,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915,573,Tordenskiolds gate,ved Rådhusgata,59.911776299209265,10.735113005880237
2023-12-01 09:57:45.750000+00:00,2023-12-01 10:02:42.809000+00:00,297,442,Vulkan,ved Maridalsveien,59.92251,10.75101,2328,The Hub,Mellom Oslo City og The Hub hotel,59.912522370233745,10.750910185807754
2023-12-01 09:58:49.699000+00:00,2023-12-01 10:10:59.898000+00:00,730,619,Bak Niels Treschows hus nord,ved parkeringsplassen,59.942780248542554,10.722993731144015,398,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117
2023-12-01 10:02:22.296000+00:00,2023-12-01 10:06:51.970000+00:00,269,412,Jakob kirke,langs Torggata,59.917866,10.754898,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287
2023-12-01 10:04:57.057000+00:00,2023-12-01 10:26:18.147000+00:00,1281,521,Jess Carlsens gate,ved Hausmanns gate,59.9186359,10.7523939,746,Bygdøy allé,ved parkeringsplassen,59.919001,10.692321
2023-12-01 10:05:18.416000+00:00,2023-12-01 10:25:09.194000+00:00,1190,579,Bogstadveien,ved Sporveisgata,59.924732,10.724628,438,BI Nydalen,ved hovedinngangen,59.949239,10.768576
2023-12-01 10:10:13.764000+00:00,2023-12-01 10:19:11.090000+00:00,537,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,481,Rådhusgata,ved Kontraskjæret trikkestopp,59.910924,10.736215
2023-12-01 10:10:51.751000+00:00,2023-12-01 10:13:20.076000+00:00,148,558,Dokkveien,ved Støperigata,59.910974,10.7277001,2280,Klingenberggata,By Olav V street,59.913150534075015,10.732281291700133
2023-12-01 10:11:07.832000+00:00,2023-12-01 10:15:39.403000+00:00,271,479,Tjuvholmen,ved Bryggegangen,59.909467,10.722509,2329,Via Vika,mellom bygningene ved Via Vika,59.91271286014364,10.727170827087008
2023-12-01 10:13:32.882000+00:00,2023-12-01 10:17:42.673000+00:00,249,460,Botanisk Hage sør,langs Jens Bjelkes gate,59.915417698024385,10.76933022142641,491,Brugata,ved Chr Kroghs gate,59.91366109486603,10.75729364846211
2023-12-01 10:13:59.435000+00:00,2023-12-01 10:26:36.426000+00:00,756,381,Grønlands torg,ved Tøyenbekken,59.91252,10.76224,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939
2023-12-01 10:14:32.583000+00:00,2023-12-01 10:21:31.070000+00:00,418,558,Dokkveien,ved Støperigata,59.910974,10.7277001,541,Langkaia,langs Rådhusgata,59.9080552,10.7479977
2023-12-01 10:17:07.398000+00:00,2023-12-01 10:40:38.096000+00:00,1410,2307,Domus Athletica,ved Vestgrensa Studentby,59.946219381760216,10.724626314653563,2307,Domus Athletica,ved Vestgrensa Studentby,59.946219381760216,10.724626314653563
2023-12-01 10:19:00.185000+00:00,2023-12-01 10:21:32.247000+00:00,152,2280,Klingenberggata,By Olav V street,59.913150534075015,10.732281291700133,558,Dokkveien,ved Støperigata,59.910974,10.7277001
2023-12-01 10:19:34.170000+00:00,2023-12-01 10:21:51.074000+00:00,136,464,Sukkerbiten,ved gangbroen,59.905124380703484,10.753763553726515,465,Bjørvika,under broen Nylandsveien,59.909006,10.75618
2023-12-01 10:20:03.210000+00:00,2023-12-01 10:27:58.785000+00:00,475,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915,387,Studenterlunden,langs Karl Johan,59.914586,10.735453
2023-12-01 10:20:41.246000+00:00,2023-12-01 10:27:53.358000+00:00,432,563,Huitfeldts gate,ved Observatoriegata,59.9126844,10.7229003,787,Kirkegata 15,ved Kunnskapsdepartamentet,59.91015615055511,10.743456971511705
2023-12-01 10:21:07.063000+00:00,2023-12-01 10:31:00.908000+00:00,593,384,Vår Frelsers gravlund,langs Ullevålsveien,59.91944043984847,10.7437646218726,469,Studentparlamentet,ved Frydenlund holdeplass,59.920852,10.733357
2023-12-01 10:25:37.991000+00:00,2023-12-01 10:38:33.916000+00:00,775,512,Ensjø T-bane,langs Ensjøveien,59.9131891,10.7897605,493,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858
2023-12-01 10:27:04.447000+00:00,2023-12-01 10:41:12.289000+00:00,847,607,Marcus Thranes gate,ved Akerselva,59.93277225626508,10.758594919923468,511,Henrik Ibsens gate,ved Parkveien,59.915088,10.7222803
2023-12-01 10:28:38.859000+00:00,2023-12-01 10:32:53.569000+00:00,254,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006
2023-12-01 10:32:52.063000+00:00,2023-12-01 10:37:12.300000+00:00,260,400,OsloMet,langs Pilestredet,59.919927,10.735428,387,Studenterlunden,langs Karl Johan,59.914586,10.735453
2023-12-01 10:33:10.156000+00:00,2023-12-01 10:42:49.746000+00:00,579,387,Studenterlunden,langs Karl Johan,59.914586,10.735453,735,Oslo Hospital,ved trikkestoppet,59.90321254732584,10.7673442932541
2023-12-01 10:34:43.993000+00:00,2023-12-01 10:48:43.413000+00:00,839,443,Sjøsiden 1 ved trappen,to rader nærmest trappen,59.91014291324254,10.752003700187942,597,Fredensborg,ved rundkjøringen,59.920995,10.750358
2023-12-01 10:36:34.752000+00:00,2023-12-01 10:39:45.071000+00:00,190,574,Annette Thommessens Plass,langs Schweigaards gate,59.9107393,10.7609998,527,Biskop Gunnerus' gate,ved Oslo City,59.9123341,10.752292
2023-12-01 10:37:30.875000+00:00,2023-12-01 10:47:04.305000+00:00,573,398,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,571,Over Rådhusgata,langs Nedre Slottsgate,59.9101207,10.7407129
2023-12-01 10:40:19.660000+00:00,2023-12-01 10:59:47.146000+00:00,1167,2304,Hedmarksgata,ved Jordal Amfi,59.91178403655783,10.783884345957915,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977
2023-12-01 10:41:02.380000+00:00,2023-12-01 11:00:43.787000+00:00,1181,2307,Domus Athletica,ved Vestgrensa Studentby,59.946219381760216,10.724626314653563,530,Holbergs plass,ved Welhavens gate,59.9193095,10.7343051
2023-12-01 10:42:19.893000+00:00,2023-12-01 10:58:25.389000+00:00,965,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,579,Bogstadveien,ved Sporveisgata,59.924732,10.724628
2023-12-01 10:42:32.811000+00:00,2023-12-01 11:27:54.827000+00:00,2722,2328,The Hub,Mellom Oslo City og The Hub hotel,59.912522370233745,10.750910185807754,616,Salt,ved Langkaia,59.906922167198275,10.746530272588245
2023-12-01 10:46:35.918000+00:00,2023-12-01 10:57:44.718000+00:00,668,527,Biskop Gunnerus' gate,ved Oslo City,59.9123341,10.752292,384,Vår Frelsers gravlund,langs Ullevålsveien,59.91944043984847,10.7437646218726
2023-12-01 10:52:27.493000+00:00,2023-12-01 10:55:58.159000+00:00,210,2329,Via Vika,mellom bygningene ved Via Vika,59.91271286014364,10.727170827087008,479,Tjuvholmen,ved Bryggegangen,59.909467,10.722509
2023-12-01 10:53:37.990000+00:00,2023-12-01 11:03:16.424000+00:00,578,493,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915
2023-12-01 10:54:12.700000+00:00,2023-12-01 10:59:24.600000+00:00,311,1755,Aker Brygge 1 mot Nasjonalmuseet,bak muren ved plattform G,59.91118372188379,10.730034556850455,2337,Universitetsgata,Hjørnet av Universitetsgata and Kristian IVs Gate,59.91591543378553,10.737834990277321
2023-12-01 10:55:39.730000+00:00,2023-12-01 10:57:45.631000+00:00,125,491,Brugata,ved Chr Kroghs gate,59.91366109486603,10.75729364846211,522,Mandalls gate,ved Grønlandsleiret,59.9123469,10.7638147
2023-12-01 10:56:46.570000+00:00,2023-12-01 11:04:48.298000+00:00,481,523,Tøyenbekken,ved Rubina Ranas gate,59.9115945,10.7617736,571,Over Rådhusgata,langs Nedre Slottsgate,59.9101207,10.7407129
2023-12-01 10:56:51.217000+00:00,2023-12-01 11:04:06.861000+00:00,435,469,Studentparlamentet,ved Frydenlund holdeplass,59.920852,10.733357,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095
2023-12-01 10:57:22.289000+00:00,2023-12-01 11:27:59.517000+00:00,1837,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,496,Fysikkbygningen,ved Sem Sælands vei,59.937957367051965,10.719488529430388
2023-12-01 10:57:29.218000+00:00,2023-12-01 11:00:10.463000+00:00,161,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006
2023-12-01 11:02:07.217000+00:00,2023-12-01 11:06:57.094000+00:00,289,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006,437,Sentrum Scene,ved Arbeidersamfunnets plass,59.91546786564256,10.751140873016311
2023-12-01 11:03:33.003000+00:00,2023-12-01 11:07:39.119000+00:00,246,384,Vår Frelsers gravlund,langs Ullevålsveien,59.91944043984847,10.7437646218726,542,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274
2023-12-01 11:03:50.389000+00:00,2023-12-01 11:08:12.763000+00:00,262,522,Mandalls gate,ved Grønlandsleiret,59.9123469,10.7638147,440,Lakkegata,ved Sundtkvartalet,59.9172088,10.7622135
2023-12-01 11:07:31.392000+00:00,2023-12-01 11:12:52.678000+00:00,321,441,Vippetangen øst,nærmest Operaen,59.903989,10.741077,2358,Aker Brygge 3 mot Fergene,ved bryggen,59.91087115068967,10.729828757277915
2023-12-01 11:08:19.368000+00:00,2023-12-01 11:26:20.089000+00:00,1080,558,Dokkveien,ved Støperigata,59.910974,10.7277001,440,Lakkegata,ved Sundtkvartalet,59.9172088,10.7622135
2023-12-01 11:08:39.680000+00:00,2023-12-01 11:16:32.681000+00:00,473,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287,423,Schous plass,nærmest rundkjøringen,59.920335,10.760804
2023-12-01 11:08:54.715000+00:00,2023-12-01 11:12:04.332000+00:00,189,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006
2023-12-01 11:11:45.317000+00:00,2023-12-01 11:20:35.217000+00:00,529,735,Oslo Hospital,ved trikkestoppet,59.90321254732584,10.7673442932541,571,Over Rådhusgata,langs Nedre Slottsgate,59.9101207,10.7407129
2023-12-01 11:13:02.199000+00:00,2023-12-01 11:19:25.011000+00:00,382,440,Lakkegata,ved Sundtkvartalet,59.9172088,10.7622135,2308,Gunerius,utenfor Storgata 33,59.91459878869395,10.753398500006654
2023-12-01 11:13:06.549000+00:00,2023-12-01 11:25:58.220000+00:00,771,2330,Stjerneplassen,Krysset Skippergata Storgata,59.91323316606503,10.749958763650312,609,Fred Olsens gate,ved Karl Johans gate,59.9110506,10.7493737
2023-12-01 11:14:12.380000+00:00,2023-12-01 11:20:17.584000+00:00,365,597,Fredensborg,ved rundkjøringen,59.920995,10.750358,2328,The Hub,Mellom Oslo City og The Hub hotel,59.912522370233745,10.750910185807754
2023-12-01 11:14:56.442000+00:00,2023-12-01 11:21:45.789000+00:00,409,1919,Kværnerveien,Ved Kværnerveien 5,59.90591083488326,10.778592132296495,465,Bjørvika,under broen Nylandsveien,59.909006,10.75618
2023-12-01 11:17:03.807000+00:00,2023-12-01 11:23:22.527000+00:00,378,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939,2333,Akerselvallmenningen,øst for Operaen,59.90725889890288,10.754884663589621
2023-12-01 11:17:55.880000+00:00,2023-12-01 11:53:30.972000+00:00,2135,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,489,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095
2023-12-01 11:18:47.002000+00:00,2023-12-01 11:23:25.870000+00:00,278,483,Hausmanns gate,ved Røde Kors,59.915451,10.758328,480,Helga Helgesens plass,langs Grønlandsleiret,59.9121109,10.7661939
2023-12-01 11:22:19.017000+00:00,2023-12-01 11:33:27.461000+00:00,668,387,Studenterlunden,langs Karl Johan,59.914586,10.735453,737,Munkegata,langs Oslo gate,59.908255,10.7678
2023-12-01 11:22:50.856000+00:00,2023-12-01 11:27:17.064000+00:00,266,542,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274,396,Kirkeristen,ved Torggata,59.91300035973293,10.746760585982287
2023-12-01 11:23:04.185000+00:00,2023-12-01 11:28:37.370000+00:00,333,545,Arkaden Sør,langs Dronningens gate,59.9119691,10.7478583,2357,Aker Brygge 2 mot Rådhusplassen,ved plattform H i retning rådhuset,59.91111544486938,10.730396895054923
2023-12-01 11:23:57.030000+00:00,2023-12-01 11:33:11.867000+00:00,554,441,Vippetangen øst,nærmest Operaen,59.903989,10.741077,511,Henrik Ibsens gate,ved Parkveien,59.915088,10.7222803
2023-12-01 11:25:12.129000+00:00,2023-12-01 11:36:42.510000+00:00,690,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006,421,Alexander Kiellands Plass,langs Maridalsveien,59.92806670615684,10.751202636819613
2023-12-01 11:27:35.971000+00:00,2023-12-01 11:35:23.079000+00:00,467,414,Kontraskjæret,ved Christiania Torv,59.910242,10.73857,443,Sjøsiden 1 ved trappen,to rader nærmest trappen,59.91014291324254,10.752003700187942
2023-12-01 11:28:01.415000+00:00,2023-12-01 11:36:48.163000+00:00,526,528,Nedre Slottsgate,ved Grensen,59.913245,10.743669,737,Munkegata,langs Oslo gate,59.908255,10.7678
2023-12-01 11:28:12.193000+00:00,2023-12-01 11:38:47.684000+00:00,635,2329,Via Vika,mellom bygningene ved Via Vika,59.91271286014364,10.727170827087008,446,Bislett Stadion,ved rundkjøringen,59.925471317049954,10.73121932213806
2023-12-01 11:28:34.178000+00:00,2023-12-01 11:33:47.864000+00:00,313,526,Lille Grensen,Ved Akersgata,59.9138973,10.7423101,597,Fredensborg,ved rundkjøringen,59.920995,10.750358
2023-12-01 11:32:37.571000+00:00,2023-12-01 11:37:45.101000+00:00,307,507,Jens Bjelkes Gate,ved Trondheimsveien,59.91914743024347,10.76412958416006,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977
2023-12-01 11:34:35.245000+00:00,2023-12-01 11:42:57.090000+00:00,501,2304,Hedmarksgata,ved Jordal Amfi,59.91178403655783,10.783884345957915,2315,Rostockgata,utenfor Bjørvika visningssenter,59.90691970255054,10.760311802881915
2023-12-01 11:35:30.895000+00:00,2023-12-01 11:39:52.967000+00:00,262,408,Tøyen skole,forsiden av skolebygget,59.914943,10.773977,522,Mandalls gate,ved Grønlandsleiret,59.9123469,10.7638147
2023-12-01 11:37:33.349000+00:00,2023-12-01 11:43:30.705000+00:00,357,2328,The Hub,Mellom Oslo City og The Hub hotel,59.912522370233745,10.750910185807754,551,Olaf Ryes plass,langs Sofienberggata,59.922425,10.758182
2023-12-01 11:38:35.763000+00:00,2023-12-01 11:45:48.459000+00:00,432,421,Alexander Kiellands Plass,langs Maridalsveien,59.92806670615684,10.751202636819613,537,St. Olavs gate,ved Pilestredet,59.9179676629428,10.738628884264756
2023-12-01 11:39:23.551000+00:00,2023-12-01 11:47:57.099000+00:00,513,2304,Hedmarksgata,ved Jordal Amfi,59.91178403655783,10.783884345957915,448,Oslo Plaza,ved rundkjøringen,59.91218291295141,10.7544337247013
2023-12-01 11:40:51.578000+00:00,2023-12-01 11:46:18.148000+00:00,326,2308,Gunerius,utenfor Storgata 33,59.91459878869395,10.753398500006654,541,Langkaia,langs Rådhusgata,59.9080552,10.7479977
2023-12-01 11:41:34.321000+00:00,2023-12-01 11:57:20.518000+00:00,946,549,Linaaes gate,langs Møllergata,59.91382393242077,10.745704482209018,2304,Hedmarksgata,ved Jordal Amfi,59.91178403655783,10.783884345957915
